friend_pos_list,foe_pos_list,target_coor,label
"[[33.279921, 35.554988], [33.27999, 35.554965], [33.27975, 35.55425], [33.279988, 35.555083], [33.279615, 35.554838], [33.279681, 35.554569], [33.279847, 35.555194], [33.279579, 35.554629], [33.279534, 35.554372], [33.279554, 35.554231], [33.276536, 35.549557], [33.276037, 35.550051], [33.276376, 35.549702], [33.275924, 35.549904], [33.276036, 35.54921], [33.27611, 35.549587], [33.27631, 35.550057], [33.275991, 35.549494], [33.27606, 35.549869], [33.275835, 35.549227], [33.277003, 35.554537], [33.276072, 35.553822], [33.277009, 35.553912], [33.277057, 35.554285], [33.276712, 35.553727], [33.276745, 35.554409], [33.276091, 35.553996], [33.276124, 35.554085], [33.285623, 35.549011], [33.286153, 35.548673], [33.285838, 35.549266], [33.285795, 35.549459], [33.286223, 35.549437], [33.28562, 35.549451], [33.286001, 35.548716], [33.285388, 35.549322], [33.285813, 35.549185], [33.285607, 35.549331], [33.28594, 35.549456], [33.286118, 35.549286], [33.279016, 35.551347], [33.278589, 35.551426], [33.278895, 35.551312], [33.278592, 35.551434], [33.278743, 35.551466], [33.279417, 35.550687], [33.278927, 35.551278], [33.279347, 35.550766], [33.278598, 35.550519], [33.279359, 35.551444], [33.279187, 35.550782], [33.279435, 35.551201], [33.277136, 35.552577], [33.277485, 35.552738], [33.277311, 35.553469], [33.277511, 35.552774], [33.277216, 35.552844], [33.277387, 35.552801], [33.277033, 35.553211], [33.276615, 35.552802], [33.276552, 35.552641], [33.277094, 35.553372], [33.273817, 35.550145], [33.274315, 35.550494], [33.2742, 35.550176], [33.274562, 35.549932], [33.274513, 35.549551], [33.273663, 35.550275], [33.274125, 35.55029], [33.273953, 35.549734], [33.273586, 35.550539], [33.274295, 35.549854], [33.274435, 35.550426]]","[[33.285933, 35.548103], [33.285907, 35.547778], [33.286253, 35.548234], [33.286033, 35.547478], [33.285572, 35.547308], [33.285443, 35.547977], [33.286015, 35.547474], [33.286153, 35.547558], [33.285306, 35.548159], [33.285986, 35.548083], [33.285804, 35.548182], [33.287041, 35.548831], [33.287593, 35.548427], [33.286937, 35.548439], [33.287214, 35.548832], [33.287778, 35.548413], [33.287371, 35.548514], [33.287551, 35.548998], [33.287488, 35.548226]]","[33.29005, 35.547305]",foe
"[[33.280027, 35.554576], [33.279864, 35.554298], [33.279169, 35.554653], [33.279345, 35.55489], [33.279719, 35.554521], [33.28003, 35.554502], [33.279242, 35.554451], [33.279161, 35.55433], [33.276279, 35.549908], [33.276542, 35.549771], [33.276146, 35.549776], [33.275711, 35.549236], [33.275779, 35.549303], [33.276429, 35.549829], [33.275939, 35.549776], [33.276466, 35.549672], [33.276418, 35.553805], [33.27678, 35.554303], [33.276435, 35.55412], [33.276755, 35.554421], [33.276764, 35.554439], [33.27641, 35.55468], [33.276762, 35.554038], [33.276958, 35.554243], [33.285635, 35.549081], [33.285994, 35.54925], [33.285914, 35.548863], [33.285864, 35.549113], [33.286274, 35.548909], [33.285711, 35.548503], [33.28557, 35.54873], [33.286026, 35.549288], [33.28565, 35.549444], [33.280186, 35.550772], [33.279572, 35.55061], [33.279836, 35.550683], [33.279453, 35.550849], [33.27971, 35.550523], [33.280284, 35.550891], [33.280156, 35.550922], [33.280194, 35.550887], [33.279649, 35.551087], [33.277378, 35.552619], [33.27743, 35.553437], [33.277472, 35.552935], [33.277546, 35.553024], [33.277528, 35.553203], [33.276805, 35.553297], [33.277229, 35.552914], [33.276925, 35.552857], [33.277407, 35.552629], [33.27665, 35.553056], [33.277515, 35.552922], [33.27402, 35.550263], [33.274095, 35.550427], [33.273748, 35.549907], [33.273764, 35.550158], [33.274263, 35.55031], [33.273651, 35.550081], [33.27371, 35.550236], [33.274069, 35.55013], [33.273835, 35.549853]]","[[33.285462, 35.547442], [33.285711, 35.547875], [33.285893, 35.547508], [33.286069, 35.547885], [33.285377, 35.547736], [33.286115, 35.547514], [33.285577, 35.547524], [33.286244, 35.547476], [33.28571, 35.547965], [33.287249, 35.549152], [33.286812, 35.549181], [33.286668, 35.549128], [33.286787, 35.548516], [33.287136, 35.548574], [33.286819, 35.548939], [33.287404, 35.548431]]","[33.262144, 35.561203]",friend
"[[33.279121, 35.553761], [33.279205, 35.55383], [33.279152, 35.554225], [33.279662, 35.554375], [33.279149, 35.554051], [33.27931, 35.55436], [33.279643, 35.553707], [33.279865, 35.554082], [33.279562, 35.554451], [33.276771, 35.5491], [33.276583, 35.549178], [33.277155, 35.549502], [33.276582, 35.548723], [33.276696, 35.549247], [33.277067, 35.549109], [33.276919, 35.548873], [33.276872, 35.549182], [33.27603, 35.554077], [33.276335, 35.553538], [33.27572, 35.553226], [33.275749, 35.553158], [33.275942, 35.553225], [33.276094, 35.55313], [33.275716, 35.553314], [33.285937, 35.549402], [33.286077, 35.549103], [33.285984, 35.548703], [33.285471, 35.548628], [33.28624, 35.548742], [33.286085, 35.549207], [33.278994, 35.550105], [33.279437, 35.550015], [33.27932, 35.549938], [33.279387, 35.549677], [33.279463, 35.550231], [33.279129, 35.550598], [33.279686, 35.550309], [33.27946, 35.55059], [33.27933, 35.550521], [33.279325, 35.550033], [33.277282, 35.552854], [33.277813, 35.552663], [33.277686, 35.552733], [33.277698, 35.5528], [33.277915, 35.553072], [33.277877, 35.55223], [33.274929, 35.54955], [33.275574, 35.54972], [33.275315, 35.549808], [33.275591, 35.549711], [33.275254, 35.549979], [33.275267, 35.550327], [33.27496, 35.549769]]","[[33.285835, 35.547779], [33.286004, 35.547343], [33.286163, 35.548084], [33.285311, 35.548079], [33.285653, 35.547514], [33.285765, 35.547632], [33.285856, 35.548189], [33.285593, 35.548161], [33.285449, 35.547612], [33.287397, 35.548989], [33.286614, 35.549178], [33.286649, 35.548708], [33.286959, 35.5484], [33.287231, 35.549384], [33.287299, 35.548941], [33.286955, 35.548812], [33.286829, 35.548721]]","[33.269546, 35.552451]",friend
"[[33.279651, 35.554197], [33.279892, 35.554338], [33.279193, 35.553736], [33.279348, 35.553616], [33.279221, 35.554504], [33.279259, 35.554082], [33.279474, 35.554001], [33.277275, 35.54935], [33.277046, 35.549217], [33.276846, 35.548688], [33.277468, 35.549106], [33.276838, 35.549468], [33.277223, 35.548939], [33.27657, 35.549058], [33.275909, 35.553371], [33.276409, 35.553925], [33.276349, 35.553712], [33.275653, 35.553899], [33.275873, 35.553708], [33.275781, 35.554125], [33.276338, 35.553914], [33.286304, 35.548818], [33.285509, 35.549419], [33.285917, 35.548932], [33.285702, 35.549192], [33.286334, 35.549246], [33.286232, 35.548813], [33.285512, 35.54874], [33.286117, 35.549446], [33.279815, 35.550494], [33.280747, 35.550474], [33.280544, 35.549737], [33.279783, 35.55046], [33.280279, 35.549869], [33.28026, 35.549821], [33.280608, 35.550125], [33.280734, 35.550374], [33.280519, 35.550624], [33.277625, 35.552471], [33.277718, 35.552796], [33.277684, 35.552603], [33.277177, 35.552157], [33.277446, 35.552204], [33.277822, 35.553082], [33.276536, 35.550307], [33.275979, 35.550096], [33.276166, 35.550098], [33.275843, 35.550286], [33.276752, 35.550109], [33.275784, 35.549939], [33.275909, 35.549774], [33.276749, 35.55038], [33.276737, 35.550409], [33.276369, 35.55013]]","[[33.286269, 35.548235], [33.286079, 35.547398], [33.28539, 35.547514], [33.286199, 35.547309], [33.285704, 35.547571], [33.285339, 35.547577], [33.285645, 35.547622], [33.287384, 35.548557], [33.287133, 35.548779], [33.287365, 35.549257], [33.287542, 35.549299], [33.287072, 35.549536], [33.287489, 35.549312], [33.287408, 35.549319], [33.287433, 35.549296], [33.287592, 35.54934], [33.287493, 35.549198]]","[33.287908, 35.540873]",foe
"[[33.279894, 35.553986], [33.279118, 35.553097], [33.279816, 35.553659], [33.279159, 35.553702], [33.279212, 35.553334], [33.279585, 35.553665], [33.279575, 35.553426], [33.279766, 35.55378], [33.279336, 35.553671], [33.277685, 35.54862], [33.277531, 35.549101], [33.278133, 35.549072], [33.278114, 35.548899], [33.278246, 35.549278], [33.277491, 35.548997], [33.27747, 35.548756], [33.278409, 35.54921], [33.278012, 35.548703], [33.278337, 35.549064], [33.277778, 35.549163], [33.277465, 35.549249], [33.27715, 35.553751], [33.277553, 35.554088], [33.277518, 35.553235], [33.278042, 35.553679], [33.277546, 35.553775], [33.277877, 35.553292], [33.278064, 35.554004], [33.277752, 35.553663], [33.285647, 35.548235], [33.286126, 35.548453], [33.285725, 35.548873], [33.285575, 35.548611], [33.286503, 35.548435], [33.286314, 35.547929], [33.285832, 35.548577], [33.285633, 35.547938], [33.286544, 35.548141], [33.286539, 35.54798], [33.285754, 35.548328], [33.286189, 35.548388], [33.280396, 35.549678], [33.280376, 35.550618], [33.280498, 35.549834], [33.280345, 35.550449], [33.280303, 35.550078], [33.279899, 35.550053], [33.277864, 35.552914], [33.277097, 35.552432], [33.277575, 35.552688], [33.277306, 35.55237], [33.277972, 35.552809], [33.277773, 35.552787], [33.277035, 35.552835], [33.277477, 35.55232], [33.276541, 35.550039], [33.27591, 35.550055], [33.276383, 35.549828], [33.276525, 35.550107], [33.276313, 35.550613], [33.276621, 35.550152], [33.276578, 35.550395], [33.276598, 35.550408], [33.275996, 35.550595], [33.276749, 35.550709], [33.275917, 35.5499], [33.276112, 35.550493]]","[[33.285412, 35.547386], [33.286179, 35.547358], [33.28607, 35.547416], [33.286036, 35.547848], [33.285451, 35.548028], [33.285317, 35.548145], [33.28623, 35.548116], [33.28559, 35.547382], [33.285295, 35.547746], [33.285654, 35.547335], [33.286795, 35.549762], [33.287314, 35.549447], [33.287051, 35.549161], [33.286894, 35.549927], [33.286661, 35.549114], [33.286481, 35.548971], [33.286769, 35.54937], [33.287312, 35.548979], [33.28684, 35.548965], [33.287006, 35.549545]]","[33.283216, 35.551136]",friend
"[[33.280492, 35.553236], [33.280561, 35.553636], [33.280783, 35.554034], [33.280826, 35.553755], [33.280455, 35.553598], [33.280987, 35.553396], [33.280273, 35.554027], [33.280882, 35.553748], [33.280961, 35.553529], [33.280408, 35.55348], [33.281027, 35.554015], [33.2803, 35.553277], [33.278581, 35.549185], [33.279025, 35.549432], [33.278552, 35.548567], [33.278342, 35.549162], [33.27829, 35.549001], [33.278439, 35.549092], [33.279092, 35.549228], [33.279032, 35.548891], [33.278914, 35.548985], [33.277203, 35.55396], [33.277009, 35.553565], [33.277364, 35.553106], [33.277172, 35.55312], [33.277099, 35.553307], [33.27684, 35.5533], [33.286245, 35.548674], [33.286108, 35.548449], [33.286415, 35.548518], [33.285902, 35.548057], [33.286538, 35.548416], [33.285605, 35.548234], [33.285692, 35.548579], [33.285696, 35.548187], [33.285809, 35.548115], [33.285863, 35.548249], [33.285604, 35.547906], [33.280493, 35.550631], [33.279862, 35.550387], [33.28021, 35.550141], [33.28026, 35.550607], [33.280334, 35.549857], [33.279866, 35.549844], [33.280452, 35.550314], [33.280499, 35.550368], [33.28058, 35.549981], [33.2806, 35.549933], [33.27752, 35.552566], [33.277771, 35.552107], [33.277041, 35.551959], [33.277494, 35.551769], [33.27776, 35.552171], [33.277443, 35.552531], [33.277605, 35.552034], [33.276544, 35.550735], [33.276236, 35.550284], [33.276336, 35.550572], [33.275844, 35.550585], [33.275802, 35.549815], [33.276185, 35.550607], [33.275795, 35.550416], [33.276295, 35.550327]]","[[33.285484, 35.54732], [33.285443, 35.547831], [33.285455, 35.547786], [33.285556, 35.547632], [33.285761, 35.547387], [33.285903, 35.547877], [33.285426, 35.547512], [33.285898, 35.54815], [33.2862, 35.547906], [33.285465, 35.547366], [33.286503, 35.549651], [33.286626, 35.549644], [33.286847, 35.54941], [33.286877, 35.549423], [33.286991, 35.549789], [33.287064, 35.54946], [33.286956, 35.549671], [33.287117, 35.549344], [33.287323, 35.549482], [33.286416, 35.549718]]","[33.269422, 35.549256]",friend
"[[33.281368, 35.55405], [33.281635, 35.553658], [33.281146, 35.553717], [33.281356, 35.553167], [33.281383, 35.553728], [33.281918, 35.553747], [33.281903, 35.553238], [33.282001, 35.553961], [33.279203, 35.548331], [33.279104, 35.548325], [33.279601, 35.5486], [33.279737, 35.548864], [33.279692, 35.548033], [33.279925, 35.548012], [33.279067, 35.548127], [33.279415, 35.548084], [33.279664, 35.548852], [33.279206, 35.548282], [33.277428, 35.553037], [33.277134, 35.554004], [33.277058, 35.553407], [33.276713, 35.553117], [33.277559, 35.553588], [33.276746, 35.553667], [33.277271, 35.553944], [33.277276, 35.553217], [33.277038, 35.553862], [33.276732, 35.553401], [33.28622, 35.548412], [33.285659, 35.548874], [33.285841, 35.548069], [33.285951, 35.548204], [33.286094, 35.548743], [33.286524, 35.54861], [33.285901, 35.548878], [33.286032, 35.548], [33.285803, 35.54816], [33.286026, 35.54868], [33.285879, 35.548184], [33.281883, 35.550607], [33.281447, 35.549667], [33.281594, 35.550428], [33.28131, 35.550511], [33.281262, 35.549708], [33.281825, 35.549893], [33.281504, 35.550415], [33.281082, 35.550558], [33.281382, 35.550049], [33.281216, 35.550483], [33.281374, 35.550422], [33.281382, 35.549953], [33.277812, 35.551866], [33.278293, 35.551781], [33.27828, 35.552016], [33.278282, 35.552319], [33.278122, 35.551741], [33.278457, 35.552204], [33.278626, 35.552686], [33.278094, 35.551728], [33.277808, 35.55258], [33.278661, 35.552374], [33.276559, 35.550727], [33.277019, 35.550697], [33.27681, 35.550178], [33.276742, 35.550091], [33.277414, 35.550583], [33.276979, 35.549829], [33.276978, 35.550636], [33.276596, 35.550002], [33.276996, 35.549755], [33.276692, 35.550167], [33.276795, 35.550674], [33.277403, 35.550394]]","[[33.285649, 35.547091], [33.285748, 35.547648], [33.286307, 35.547374], [33.286282, 35.547411], [33.28638, 35.547874], [33.285946, 35.547701], [33.286554, 35.547755], [33.286605, 35.54735], [33.286045, 35.547782], [33.285722, 35.54723], [33.287085, 35.549577], [33.287073, 35.549509], [33.286232, 35.549474], [33.286583, 35.549683], [33.286391, 35.549985], [33.286898, 35.549436], [33.286857, 35.549918], [33.287016, 35.549989], [33.286643, 35.549397]]","[33.27336, 35.556822]",friend
"[[33.28156, 35.553175], [33.281807, 35.553664], [33.281023, 35.553511], [33.281543, 35.55361], [33.281684, 35.553078], [33.281501, 35.552809], [33.281487, 35.553325], [33.28146, 35.553613], [33.281252, 35.553659], [33.279706, 35.548949], [33.279195, 35.547986], [33.279744, 35.548911], [33.279823, 35.548006], [33.279288, 35.548901], [33.279017, 35.548757], [33.279146, 35.548175], [33.279016, 35.548594], [33.279822, 35.547963], [33.279658, 35.548547], [33.279899, 35.548151], [33.277383, 35.553381], [33.277799, 35.553426], [33.277395, 35.553633], [33.277965, 35.553107], [33.277587, 35.553067], [33.277263, 35.553269], [33.277395, 35.553288], [33.27804, 35.553354], [33.277573, 35.553161], [33.286397, 35.54823], [33.285827, 35.548009], [33.286426, 35.548596], [33.286067, 35.547962], [33.286381, 35.548611], [33.286134, 35.548608], [33.286274, 35.548753], [33.286169, 35.548312], [33.285847, 35.548227], [33.28642, 35.548164], [33.282854, 35.549771], [33.282797, 35.550297], [33.283264, 35.550223], [33.283246, 35.550147], [33.282473, 35.549908], [33.283024, 35.549729], [33.282687, 35.54979], [33.282391, 35.549814], [33.282389, 35.550376], [33.282525, 35.550044], [33.283352, 35.550555], [33.279544, 35.552196], [33.278994, 35.551801], [33.278683, 35.551765], [33.279446, 35.551805], [33.278853, 35.551988], [33.27859, 35.551663], [33.279348, 35.552062], [33.278951, 35.552099], [33.27896, 35.551836], [33.277257, 35.548996], [33.277005, 35.549945], [33.277076, 35.549045], [33.277535, 35.549267], [33.27731, 35.549174], [33.277181, 35.54973], [33.27708, 35.549146], [33.276821, 35.549127], [33.277616, 35.549505], [33.277577, 35.549453], [33.277558, 35.549777], [33.277199, 35.549216]]","[[33.286301, 35.547475], [33.285855, 35.548244], [33.286299, 35.548137], [33.285599, 35.547959], [33.286243, 35.547905], [33.286516, 35.547619], [33.286374, 35.550241], [33.286238, 35.549444], [33.286471, 35.549905], [33.286648, 35.550007], [33.286262, 35.550195], [33.286377, 35.550009], [33.287048, 35.550128], [33.286165, 35.550345], [33.28687, 35.549565], [33.286331, 35.549596]]","[33.280028, 35.548885]",friend
"[[33.282237, 35.5533], [33.282156, 35.553683], [33.282348, 35.553063], [33.282634, 35.553075], [33.282786, 35.553124], [33.282652, 35.553418], [33.282983, 35.553536], [33.28218, 35.553003], [33.282224, 35.553369], [33.282626, 35.5535], [33.282921, 35.55312], [33.28259, 35.552804], [33.279971, 35.548822], [33.280314, 35.548803], [33.2805, 35.548459], [33.28063, 35.548449], [33.279915, 35.548465], [33.280433, 35.548444], [33.278052, 35.553199], [33.278444, 35.553961], [33.278473, 35.553553], [33.278584, 35.55372], [33.2789, 35.553548], [33.278797, 35.553177], [33.278094, 35.553159], [33.278724, 35.553445], [33.278851, 35.553499], [33.278811, 35.553691], [33.278811, 35.553144], [33.286124, 35.547373], [33.28582, 35.547192], [33.286496, 35.547393], [33.285756, 35.547171], [33.286288, 35.547529], [33.286582, 35.547807], [33.283701, 35.5503], [33.283187, 35.550218], [33.283321, 35.55062], [33.283258, 35.550345], [33.283351, 35.550229], [33.283273, 35.550329], [33.284031, 35.550582], [33.283322, 35.550505], [33.283827, 35.550272], [33.283662, 35.550386], [33.279305, 35.551406], [33.279885, 35.551287], [33.279551, 35.551354], [33.279695, 35.551662], [33.279362, 35.551084], [33.279857, 35.551554], [33.279316, 35.551036], [33.280178, 35.551203], [33.279344, 35.551175], [33.279381, 35.551039], [33.279832, 35.551669], [33.279549, 35.551615], [33.276654, 35.548668], [33.276575, 35.548201], [33.276527, 35.548464], [33.276921, 35.548594], [33.276366, 35.548049], [33.276298, 35.548332]]","[[33.285976, 35.5478], [33.286108, 35.547935], [33.286504, 35.548305], [33.286023, 35.54791], [33.285623, 35.548259], [33.285954, 35.547924], [33.286086, 35.547704], [33.285706, 35.547884], [33.286499, 35.547973], [33.286025, 35.547834], [33.286473, 35.547483], [33.286299, 35.550169], [33.28626, 35.549373], [33.286506, 35.549661], [33.286983, 35.5501], [33.286278, 35.549641], [33.28633, 35.549682], [33.286255, 35.549616], [33.286774, 35.549771], [33.286662, 35.550065], [33.286421, 35.549663], [33.286462, 35.549408]]","[33.2786, 35.546293]",friend
"[[33.282658, 35.552896], [33.282692, 35.553511], [33.282976, 35.552976], [33.282981, 35.552814], [33.282579, 35.552921], [33.282078, 35.552858], [33.282972, 35.553036], [33.282179, 35.552753], [33.279819, 35.548837], [33.280688, 35.548305], [33.280429, 35.5483], [33.279956, 35.548375], [33.280576, 35.548314], [33.279744, 35.548765], [33.279854, 35.548724], [33.279757, 35.548352], [33.280338, 35.548855], [33.279897, 35.548339], [33.280675, 35.548181], [33.279365, 35.552418], [33.279875, 35.553141], [33.27915, 35.552439], [33.279511, 35.552309], [33.278974, 35.552587], [33.279596, 35.552999], [33.27972, 35.552809], [33.285727, 35.547701], [33.286465, 35.54701], [33.285964, 35.547937], [33.285764, 35.547662], [33.286064, 35.547338], [33.286346, 35.547358], [33.285691, 35.547366], [33.286409, 35.547501], [33.283562, 35.550045], [33.28394, 35.550286], [33.283446, 35.550606], [33.283323, 35.549863], [33.28398, 35.550191], [33.283869, 35.549789], [33.283328, 35.549963], [33.283794, 35.549959], [33.283606, 35.550598], [33.27968, 35.551186], [33.279586, 35.551349], [33.279769, 35.551535], [33.279805, 35.551091], [33.279907, 35.550801], [33.279769, 35.551223], [33.280044, 35.551683], [33.280096, 35.55078], [33.27965, 35.551344], [33.279973, 35.551246], [33.279443, 35.551359], [33.279388, 35.55083], [33.27817, 35.548475], [33.277684, 35.548987], [33.278046, 35.548024], [33.277355, 35.548263], [33.278204, 35.548948], [33.277384, 35.548509], [33.278123, 35.548442], [33.277607, 35.548979], [33.278097, 35.548136], [33.277488, 35.548464], [33.278189, 35.548802], [33.278255, 35.548641]]","[[33.286107, 35.5482], [33.286003, 35.54787], [33.286673, 35.548102], [33.285991, 35.547929], [33.286863, 35.547273], [33.286347, 35.547268], [33.28659, 35.547254], [33.286554, 35.547565], [33.286081, 35.548094], [33.286564, 35.548204], [33.286837, 35.547367], [33.287141, 35.549586], [33.287198, 35.549581], [33.286729, 35.550082], [33.286458, 35.550268], [33.286904, 35.550429], [33.287011, 35.54984]]","[33.290146, 35.560375]",foe
"[[33.283364, 35.553112], [33.283561, 35.55298], [33.282613, 35.553599], [33.283382, 35.552833], [33.283463, 35.553016], [33.283266, 35.553315], [33.282614, 35.552927], [33.283188, 35.552857], [33.282905, 35.553427], [33.281681, 35.548897], [33.281545, 35.548429], [33.281007, 35.548892], [33.281665, 35.548081], [33.281428, 35.548033], [33.281428, 35.548237], [33.280963, 35.548903], [33.281799, 35.548413], [33.281331, 35.548417], [33.281767, 35.548736], [33.281792, 35.548243], [33.279176, 35.553085], [33.279429, 35.552398], [33.279106, 35.552289], [33.279287, 35.552341], [33.279557, 35.552358], [33.278964, 35.552204], [33.279024, 35.552275], [33.28572, 35.547672], [33.286373, 35.54757], [33.286, 35.547299], [33.286087, 35.547776], [33.286226, 35.547853], [33.286547, 35.547436], [33.286591, 35.547549], [33.283191, 35.549676], [33.283173, 35.55059], [33.28405, 35.550039], [33.283987, 35.549984], [33.283957, 35.549957], [33.283479, 35.550042], [33.283861, 35.550146], [33.283329, 35.549896], [33.283539, 35.549802], [33.283327, 35.549696], [33.283222, 35.549826], [33.279232, 35.551203], [33.280058, 35.551385], [33.279718, 35.551027], [33.279573, 35.551513], [33.279472, 35.551261], [33.279652, 35.550772], [33.279521, 35.550916], [33.278737, 35.548349], [33.278336, 35.54847], [33.278653, 35.548237], [33.278498, 35.54871], [33.278864, 35.548896], [33.278343, 35.548608], [33.278702, 35.54843], [33.27857, 35.548539], [33.278244, 35.548518]]","[[33.286364, 35.547737], [33.286492, 35.547606], [33.285918, 35.547579], [33.285993, 35.547825], [33.286334, 35.548003], [33.286252, 35.548069], [33.285934, 35.547978], [33.286107, 35.547328], [33.286488, 35.547338], [33.286019, 35.547984], [33.286081, 35.547519], [33.286518, 35.549579], [33.286429, 35.550506], [33.286993, 35.55045], [33.287049, 35.549864], [33.287216, 35.550308], [33.286429, 35.549936], [33.286441, 35.549944], [33.287086, 35.549994], [33.286994, 35.550438], [33.287046, 35.549927], [33.286954, 35.549605], [33.287256, 35.549683]]","[33.267301, 35.554676]",foe
"[[33.282927, 35.55246], [33.283023, 35.553262], [33.282961, 35.553335], [33.28307, 35.552508], [33.282579, 35.55291], [33.282699, 35.552503], [33.281131, 35.548289], [33.281663, 35.548827], [33.281241, 35.548445], [33.281446, 35.548111], [33.281789, 35.548111], [33.281334, 35.54815], [33.281061, 35.548329], [33.281186, 35.548726], [33.280273, 35.552826], [33.280157, 35.552857], [33.28051, 35.552935], [33.280627, 35.552451], [33.279933, 35.552906], [33.28048, 35.552291], [33.280144, 35.552816], [33.285612, 35.547538], [33.286067, 35.547735], [33.286569, 35.547515], [33.286108, 35.547631], [33.286199, 35.547438], [33.28614, 35.547737], [33.28566, 35.547138], [33.285873, 35.547713], [33.286192, 35.547582], [33.284743, 35.549307], [33.28533, 35.549778], [33.284447, 35.549233], [33.284715, 35.549951], [33.284961, 35.549223], [33.284784, 35.549663], [33.285388, 35.549737], [33.285027, 35.549177], [33.285347, 35.549321], [33.279253, 35.551181], [33.279984, 35.5514], [33.279595, 35.551631], [33.279763, 35.551511], [33.279581, 35.551655], [33.27955, 35.551593], [33.280154, 35.55139], [33.279636, 35.551156], [33.279388, 35.551115], [33.279716, 35.551219], [33.279374, 35.551014], [33.278216, 35.548025], [33.278474, 35.548286], [33.278885, 35.5484], [33.278823, 35.548296], [33.278915, 35.548917], [33.27906, 35.548195], [33.278579, 35.548936], [33.279041, 35.548656], [33.278092, 35.548451], [33.278528, 35.548549], [33.278208, 35.548495], [33.278644, 35.548068]]","[[33.286012, 35.548085], [33.28602, 35.54795], [33.286078, 35.54769], [33.285983, 35.547416], [33.286176, 35.548122], [33.286537, 35.548011], [33.286019, 35.548116], [33.286889, 35.547697], [33.286329, 35.547855], [33.286129, 35.548181], [33.286717, 35.549742], [33.287091, 35.550051], [33.287143, 35.549944], [33.286795, 35.550268], [33.286989, 35.550511], [33.286442, 35.550031], [33.286613, 35.550379]]","[33.283575, 35.542088]",foe
"[[33.282271, 35.552566], [33.282663, 35.552375], [33.282546, 35.553121], [33.282486, 35.552998], [33.283098, 35.553243], [33.282666, 35.552402], [33.282612, 35.552712], [33.282642, 35.552774], [33.282894, 35.552673], [33.282241, 35.552867], [33.280888, 35.548254], [33.28105, 35.54819], [33.281018, 35.548283], [33.281181, 35.548138], [33.280626, 35.547819], [33.280572, 35.547818], [33.280821, 35.547562], [33.281266, 35.548299], [33.281413, 35.547721], [33.28131, 35.548324], [33.281405, 35.547899], [33.281172, 35.551819], [33.280776, 35.551846], [33.281183, 35.551675], [33.281096, 35.55181], [33.280522, 35.551688], [33.281173, 35.551806], [33.280464, 35.551312], [33.280824, 35.551326], [33.280325, 35.552155], [33.281197, 35.551944], [33.281006, 35.551286], [33.286266, 35.547175], [33.286362, 35.547287], [33.285602, 35.547743], [33.286456, 35.547404], [33.286565, 35.547127], [33.285901, 35.547208], [33.286473, 35.54738], [33.285957, 35.547861], [33.285915, 35.547628], [33.285667, 35.547865], [33.285815, 35.54758], [33.286352, 35.547205], [33.285271, 35.549273], [33.284769, 35.549469], [33.284661, 35.549512], [33.284722, 35.549024], [33.284756, 35.549039], [33.285099, 35.549609], [33.28485, 35.54987], [33.28559, 35.549488], [33.285613, 35.548918], [33.285347, 35.549626], [33.279568, 35.551106], [33.280164, 35.551135], [33.279932, 35.551578], [33.279593, 35.551316], [33.279219, 35.551078], [33.279648, 35.551473], [33.27955, 35.551447], [33.279404, 35.548038], [33.279019, 35.548851], [33.279627, 35.548744], [33.278964, 35.548245], [33.279017, 35.548224], [33.279628, 35.548928], [33.279708, 35.548057], [33.279644, 35.548764], [33.279674, 35.548117], [33.278878, 35.548314], [33.279739, 35.548375], [33.279503, 35.548125]]","[[33.286446, 35.547805], [33.286096, 35.547282], [33.286646, 35.547847], [33.286593, 35.548041], [33.286749, 35.54726], [33.286691, 35.548227], [33.286805, 35.547865], [33.286313, 35.550299], [33.287299, 35.550094], [33.287055, 35.550483], [33.28677, 35.549735], [33.287113, 35.550055], [33.286423, 35.550115], [33.286864, 35.550525], [33.286422, 35.54957], [33.286406, 35.550438], [33.286644, 35.550449]]","[33.267181, 35.546086]",friend
