friend_pos_list,foe_pos_list,target_coor,label
"[[33.270389, 35.550344], [33.269807, 35.549695], [33.269479, 35.550269], [33.274068, 35.549887], [33.273609, 35.549677], [33.274148, 35.550172], [33.273787, 35.549746], [33.274231, 35.550223], [33.274531, 35.550448], [33.268907, 35.554819], [33.269135, 35.554871], [33.268253, 35.554422], [33.269054, 35.554784], [33.269089, 35.554532]]","[[33.287304, 35.548208], [33.287739, 35.548195], [33.288028, 35.548655], [33.287755, 35.547936], [33.288083, 35.548474], [33.2902, 35.551192], [33.290327, 35.550936], [33.289972, 35.551377], [33.290375, 35.551168], [33.289529, 35.550961], [33.29005, 35.551476], [33.289653, 35.550673], [33.289628, 35.551266], [33.288902, 35.550836], [33.289471, 35.550452], [33.288972, 35.550822], [33.289171, 35.551271], [33.285615, 35.550471], [33.285698, 35.550611], [33.284966, 35.550895], [33.285461, 35.550529], [33.287369, 35.551985], [33.287013, 35.552051], [33.286985, 35.552145], [33.287024, 35.551864], [33.286757, 35.55197], [33.286718, 35.551592]]","[33.287783, 35.545969]",foe
"[[33.269528, 35.550415], [33.27018, 35.550367], [33.269744, 35.549606], [33.274625, 35.550178], [33.273847, 35.550506], [33.274141, 35.550055], [33.274457, 35.550726], [33.274666, 35.550167], [33.274036, 35.549882], [33.268578, 35.555038], [33.269276, 35.554668], [33.268565, 35.555274], [33.269165, 35.554833], [33.269499, 35.555143], [33.268924, 35.555344]]","[[33.287218, 35.548981], [33.286786, 35.548674], [33.287582, 35.548613], [33.289708, 35.551566], [33.289739, 35.551292], [33.290383, 35.551316], [33.290024, 35.551507], [33.289323, 35.550832], [33.289304, 35.550807], [33.289279, 35.550981], [33.289779, 35.550807], [33.289093, 35.550839], [33.289813, 35.550997], [33.285146, 35.551083], [33.284971, 35.550442], [33.285147, 35.5502], [33.285128, 35.550177], [33.285898, 35.550575], [33.287388, 35.552296], [33.287121, 35.551629], [33.287363, 35.551636], [33.287448, 35.551543]]","[33.282671, 35.547713]",foe
"[[33.270017, 35.55014], [33.269557, 35.549809], [33.269468, 35.549976], [33.270143, 35.549989], [33.270105, 35.550212], [33.274124, 35.549884], [33.273917, 35.550532], [33.274068, 35.55058], [33.273769, 35.550653], [33.269277, 35.555102], [33.268988, 35.554854], [33.268881, 35.555294], [33.269153, 35.554754]]","[[33.287426, 35.547789], [33.287845, 35.54776], [33.287366, 35.548297], [33.287862, 35.548403], [33.290478, 35.551415], [33.289753, 35.551968], [33.289726, 35.552106], [33.290439, 35.552204], [33.289096, 35.550748], [33.28893, 35.550573], [33.289547, 35.550457], [33.289711, 35.550739], [33.289889, 35.550804], [33.28524, 35.550913], [33.285126, 35.550473], [33.285145, 35.551073], [33.284932, 35.551117], [33.287453, 35.552468], [33.287155, 35.552327], [33.287366, 35.552029], [33.287658, 35.552373], [33.286787, 35.552093], [33.286968, 35.551591]]","[33.264469, 35.54749]",friend
"[[33.270096, 35.550391], [33.269896, 35.550399], [33.269693, 35.550051], [33.270388, 35.549772], [33.269835, 35.549533], [33.274674, 35.549969], [33.274685, 35.550554], [33.273958, 35.550569], [33.268654, 35.554471], [33.268656, 35.554897], [33.269331, 35.554624], [33.269055, 35.554606], [33.268701, 35.554979]]","[[33.287225, 35.548245], [33.288046, 35.548206], [33.28756, 35.548279], [33.287691, 35.548616], [33.287615, 35.547726], [33.289618, 35.551323], [33.290415, 35.55133], [33.290519, 35.551602], [33.28973, 35.551867], [33.289593, 35.551353], [33.289535, 35.550962], [33.289595, 35.550718], [33.289698, 35.550432], [33.2894, 35.550579], [33.289289, 35.55105], [33.285538, 35.550263], [33.285577, 35.55043], [33.285232, 35.551056], [33.287492, 35.55233], [33.287282, 35.552436], [33.28749, 35.552645], [33.287253, 35.551914]]","[33.264147, 35.554791]",friend
"[[33.270348, 35.549785], [33.269424, 35.550092], [33.269634, 35.550288], [33.269829, 35.550151], [33.269874, 35.550232], [33.2741, 35.550445], [33.273956, 35.549791], [33.273796, 35.549868], [33.274481, 35.550374], [33.269366, 35.554366], [33.269451, 35.554384], [33.268832, 35.555029], [33.269097, 35.554595], [33.268674, 35.555121], [33.269258, 35.555072]]","[[33.288342, 35.548735], [33.288377, 35.548626], [33.288413, 35.54857], [33.288432, 35.548979], [33.288102, 35.548604], [33.288075, 35.548405], [33.28992, 35.552262], [33.290453, 35.552006], [33.289706, 35.551567], [33.290002, 35.551479], [33.289194, 35.550972], [33.289589, 35.550735], [33.289663, 35.551175], [33.289663, 35.551098], [33.285627, 35.550712], [33.285376, 35.550302], [33.285445, 35.550697], [33.285009, 35.550693], [33.287237, 35.552782], [33.287701, 35.552595], [33.287906, 35.552389], [33.287452, 35.552077]]","[33.267302, 35.542623]",friend
"[[33.270345, 35.549775], [33.26944, 35.550445], [33.269553, 35.55041], [33.270082, 35.550139], [33.274648, 35.55025], [33.274221, 35.549941], [33.274675, 35.550132], [33.268907, 35.555066], [33.269381, 35.555332], [33.268631, 35.554858], [33.269396, 35.555129], [33.269216, 35.554815], [33.269347, 35.555242]]","[[33.287597, 35.548467], [33.287867, 35.54899], [33.28782, 35.548656], [33.290182, 35.552143], [33.28974, 35.551977], [33.290188, 35.551571], [33.289849, 35.550999], [33.288906, 35.550713], [33.289042, 35.551074], [33.289157, 35.550637], [33.285264, 35.550637], [33.285358, 35.550248], [33.285478, 35.550679], [33.287293, 35.552226], [33.287421, 35.552073], [33.287713, 35.552748], [33.287694, 35.552477]]","[33.269396, 35.544394]",friend
"[[33.270369, 35.550183], [33.270042, 35.550464], [33.269513, 35.549885], [33.274209, 35.549751], [33.274102, 35.550198], [33.274291, 35.550149], [33.274458, 35.550121], [33.274144, 35.549771], [33.273936, 35.549521], [33.268699, 35.55534], [33.269198, 35.555309], [33.269387, 35.554445], [33.268649, 35.554744], [33.268728, 35.554548], [33.269156, 35.555292]]","[[33.288049, 35.548526], [33.287685, 35.548376], [33.287651, 35.548445], [33.288298, 35.549065], [33.288089, 35.549086], [33.290257, 35.552635], [33.289668, 35.551901], [33.289986, 35.552336], [33.28947, 35.551828], [33.288901, 35.55119], [33.289093, 35.551285], [33.289518, 35.551035], [33.285455, 35.550753], [33.284895, 35.550735], [33.28547, 35.551481], [33.287581, 35.552879], [33.287395, 35.552061], [33.287973, 35.552005], [33.287186, 35.551941]]","[33.280921, 35.540415]",foe
"[[33.269754, 35.549842], [33.269804, 35.549879], [33.270315, 35.549886], [33.269962, 35.550264], [33.269608, 35.550237], [33.274265, 35.550143], [33.274599, 35.550419], [33.274071, 35.549547], [33.269464, 35.555345], [33.269062, 35.555115], [33.2686, 35.555251]]","[[33.287976, 35.548251], [33.287912, 35.548677], [33.287722, 35.549074], [33.288094, 35.549087], [33.287634, 35.549079], [33.287998, 35.5482], [33.290197, 35.552508], [33.289903, 35.55172], [33.290009, 35.552197], [33.29022, 35.551856], [33.290295, 35.552172], [33.290186, 35.551975], [33.28968, 35.550989], [33.28895, 35.550962], [33.289481, 35.550811], [33.289335, 35.550761], [33.285296, 35.55108], [33.285093, 35.550828], [33.285496, 35.550251], [33.287223, 35.552105], [33.287164, 35.551885], [33.287117, 35.552392], [33.288008, 35.552243]]","[33.281269, 35.545522]",foe
"[[33.270349, 35.550267], [33.27025, 35.5496], [33.269776, 35.550018], [33.274182, 35.550406], [33.274465, 35.550056], [33.273896, 35.55032], [33.273842, 35.54959], [33.274054, 35.549883], [33.274372, 35.550299], [33.268714, 35.554872], [33.268597, 35.554494], [33.26902, 35.554747], [33.268982, 35.554395]]","[[33.288298, 35.548693], [33.288541, 35.548216], [33.288098, 35.549031], [33.290046, 35.552175], [33.289704, 35.551922], [33.290168, 35.552064], [33.289712, 35.552674], [33.289346, 35.552321], [33.289759, 35.552145], [33.289784, 35.550393], [33.289755, 35.551031], [33.289117, 35.550508], [33.289869, 35.550633], [33.285658, 35.550845], [33.285786, 35.550963], [33.285122, 35.551093], [33.287141, 35.551587], [33.28753, 35.551435], [33.287813, 35.551699], [33.287622, 35.55167], [33.287885, 35.552401]]","[33.280526, 35.558061]",foe
"[[33.269512, 35.550388], [33.269944, 35.549997], [33.269743, 35.549921], [33.270342, 35.550415], [33.26981, 35.549948], [33.269797, 35.550234], [33.274109, 35.550029], [33.274189, 35.549477], [33.27395, 35.550146], [33.26871, 35.554594], [33.268791, 35.55486], [33.26948, 35.554926], [33.269546, 35.554393], [33.269074, 35.555358]]","[[33.288531, 35.548736], [33.288275, 35.548981], [33.288232, 35.548482], [33.288417, 35.548506], [33.287775, 35.548633], [33.290282, 35.551685], [33.290234, 35.552198], [33.289998, 35.552371], [33.28973, 35.551485], [33.289945, 35.551518], [33.288561, 35.55095], [33.28859, 35.551336], [33.289262, 35.550608], [33.28906, 35.551514], [33.28928, 35.55072], [33.286099, 35.550662], [33.285872, 35.550604], [33.286083, 35.550402], [33.286073, 35.550214], [33.287845, 35.551467], [33.287846, 35.552088], [33.287878, 35.551595]]","[33.277065, 35.539615]",friend
"[[33.269633, 35.550286], [33.269704, 35.549882], [33.269705, 35.549551], [33.269684, 35.550117], [33.269435, 35.54972], [33.274125, 35.549701], [33.274386, 35.549845], [33.273845, 35.550109], [33.27381, 35.549561], [33.268811, 35.554445], [33.269545, 35.55456], [33.269349, 35.554476], [33.269033, 35.554864]]","[[33.288031, 35.548546], [33.287718, 35.548916], [33.28791, 35.548783], [33.288117, 35.548225], [33.288427, 35.548631], [33.289941, 35.551867], [33.289017, 35.552546], [33.289526, 35.552145], [33.289101, 35.552028], [33.28891, 35.550898], [33.288935, 35.551565], [33.28923, 35.550759], [33.289278, 35.551589], [33.289296, 35.550972], [33.288702, 35.550769], [33.285653, 35.550364], [33.286164, 35.550399], [33.286273, 35.550057], [33.285838, 35.550693], [33.2876, 35.552263], [33.287938, 35.551884], [33.287352, 35.551528], [33.287868, 35.551768], [33.287987, 35.552082], [33.287549, 35.552038]]","[33.263987, 35.550473]",friend
"[[33.270063, 35.550447], [33.27025, 35.550412], [33.269758, 35.549748], [33.270281, 35.549638], [33.269987, 35.549815], [33.274403, 35.549531], [33.274034, 35.550079], [33.27425, 35.550142], [33.274675, 35.550306], [33.269499, 35.555321], [33.268761, 35.555076], [33.268939, 35.55474], [33.269128, 35.554875], [33.269425, 35.555261], [33.269091, 35.554606]]","[[33.287971, 35.548467], [33.288078, 35.548434], [33.287917, 35.548487], [33.287806, 35.548912], [33.287721, 35.548503], [33.287755, 35.548961], [33.289742, 35.551991], [33.289821, 35.551798], [33.289543, 35.552213], [33.288518, 35.551452], [33.288931, 35.551201], [33.28848, 35.551214], [33.28946, 35.551275], [33.288801, 35.550673], [33.288668, 35.550968], [33.28602, 35.549822], [33.28636, 35.550591], [33.285944, 35.550789], [33.286209, 35.549954], [33.285655, 35.550138], [33.287851, 35.551421], [33.287745, 35.552107], [33.287975, 35.551768], [33.28779, 35.551817]]","[33.275519, 35.548814]",friend
"[[33.269502, 35.549944], [33.269855, 35.550394], [33.269348, 35.550405], [33.269866, 35.549449], [33.26908, 35.550064], [33.269616, 35.549769], [33.274552, 35.549246], [33.27488, 35.549796], [33.273981, 35.549637], [33.273982, 35.549529], [33.274251, 35.549514], [33.274919, 35.549768], [33.268799, 35.555527], [33.268513, 35.555569], [33.269126, 35.554814], [33.268978, 35.554938]]","[[33.287724, 35.548987], [33.287704, 35.548908], [33.288323, 35.548356], [33.287764, 35.548119], [33.289812, 35.552008], [33.289865, 35.552352], [33.28922, 35.552953], [33.289715, 35.552492], [33.289114, 35.551272], [33.289204, 35.550966], [33.289455, 35.550976], [33.286096, 35.55027], [33.286038, 35.550586], [33.286057, 35.550612], [33.285892, 35.549879], [33.286014, 35.550142], [33.287133, 35.552489], [33.287565, 35.552226], [33.287742, 35.552271], [33.286977, 35.55263]]","[33.28929, 35.543718]",foe
"[[33.268969, 35.549898], [33.269769, 35.549797], [33.269259, 35.550104], [33.273938, 35.549567], [33.274202, 35.54981], [33.274401, 35.549635], [33.273954, 35.54988], [33.268275, 35.555068], [33.268653, 35.555286], [33.268486, 35.555013], [33.268741, 35.555093]]","[[33.288113, 35.548412], [33.288531, 35.548171], [33.287678, 35.549064], [33.289778, 35.552025], [33.289744, 35.552619], [33.289879, 35.551979], [33.290108, 35.552109], [33.28892, 35.550984], [33.289246, 35.551356], [33.288944, 35.551797], [33.289611, 35.551625], [33.286052, 35.550518], [33.285608, 35.550207], [33.285941, 35.550726], [33.285525, 35.550247], [33.287932, 35.552073], [33.287075, 35.552432], [33.287429, 35.552476], [33.286981, 35.552258], [33.287847, 35.552478]]","[33.279395, 35.543384]",foe
"[[33.26944, 35.550019], [33.269518, 35.550221], [33.269691, 35.550368], [33.269827, 35.549793], [33.269823, 35.55023], [33.274221, 35.549086], [33.274671, 35.549306], [33.27465, 35.549869], [33.269131, 35.554731], [33.268438, 35.555361], [33.268579, 35.555045], [33.268333, 35.554907], [33.268777, 35.554916]]","[[33.28855, 35.548499], [33.288404, 35.54857], [33.288412, 35.54844], [33.288882, 35.553162], [33.28942, 35.552749], [33.288929, 35.553009], [33.288766, 35.553213], [33.289133, 35.552507], [33.288544, 35.551795], [33.289218, 35.551125], [33.288842, 35.551431], [33.288993, 35.551365], [33.289018, 35.551387], [33.288949, 35.551089], [33.285746, 35.55031], [33.285412, 35.55071], [33.285407, 35.550102], [33.286199, 35.550713], [33.286247, 35.55039], [33.287783, 35.552718], [33.287796, 35.552153], [33.287724, 35.552699], [33.287784, 35.552597], [33.287817, 35.552182], [33.287765, 35.551923]]","[33.260985, 35.548719]",friend
"[[33.269635, 35.549681], [33.269531, 35.550065], [33.26926, 35.550045], [33.269909, 35.550037], [33.269833, 35.549452], [33.26928, 35.54977], [33.274407, 35.549447], [33.274703, 35.54926], [33.273935, 35.549208], [33.274456, 35.549384], [33.274078, 35.549978], [33.268718, 35.554738], [33.268738, 35.554519], [33.268834, 35.554928], [33.268236, 35.554943], [33.268269, 35.554534], [33.268558, 35.555021]]","[[33.287597, 35.548781], [33.287827, 35.548368], [33.287927, 35.548879], [33.28812, 35.548542], [33.287687, 35.54878], [33.289569, 35.55206], [33.289837, 35.552536], [33.289165, 35.552677], [33.289786, 35.552162], [33.289736, 35.552116], [33.2894, 35.551104], [33.288617, 35.551784], [33.289258, 35.551664], [33.289142, 35.551212], [33.289021, 35.55146], [33.286045, 35.549896], [33.286267, 35.550109], [33.28592, 35.550343], [33.286278, 35.549817], [33.285879, 35.549956], [33.288035, 35.552874], [33.287656, 35.55221], [33.287791, 35.552169], [33.288085, 35.552219], [33.287643, 35.552409]]","[33.278355, 35.541045]",friend
"[[33.269448, 35.549955], [33.268978, 35.549432], [33.269365, 35.549768], [33.2745, 35.549625], [33.274573, 35.549255], [33.274915, 35.549279], [33.26886, 35.554575], [33.268266, 35.554235], [33.268687, 35.555007], [33.268916, 35.554432], [33.268858, 35.554841]]","[[33.288692, 35.54864], [33.287988, 35.549068], [33.288062, 35.548482], [33.288133, 35.54937], [33.288239, 35.549171], [33.289589, 35.55264], [33.289098, 35.552805], [33.289164, 35.552218], [33.289531, 35.552791], [33.289069, 35.55182], [33.288577, 35.551406], [33.289051, 35.551527], [33.286455, 35.550302], [33.285889, 35.549771], [33.286365, 35.550668], [33.286332, 35.549881], [33.286043, 35.550387], [33.287635, 35.552541], [33.288004, 35.552724], [33.287982, 35.552108], [33.28823, 35.552852]]","[33.269668, 35.56233]",friend
"[[33.269548, 35.549457], [33.269155, 35.550193], [33.269115, 35.550386], [33.274593, 35.549143], [33.274434, 35.549515], [33.273801, 35.549385], [33.27397, 35.549328], [33.268516, 35.554904], [33.268843, 35.554263], [33.268485, 35.554693]]","[[33.288525, 35.548984], [33.287807, 35.548481], [33.28812, 35.548968], [33.288396, 35.549361], [33.288505, 35.54852], [33.288288, 35.549162], [33.289615, 35.552055], [33.289041, 35.552915], [33.289452, 35.552657], [33.289345, 35.552159], [33.28853, 35.551511], [33.288846, 35.551937], [33.288795, 35.551175], [33.288839, 35.551189], [33.288629, 35.551967], [33.289011, 35.551832], [33.28617, 35.550406], [33.286106, 35.550586], [33.286088, 35.550042], [33.28617, 35.549974], [33.286136, 35.549867], [33.288072, 35.552386], [33.287837, 35.552904], [33.287476, 35.552413]]","[33.269832, 35.556707]",friend
"[[33.269416, 35.549019], [33.269732, 35.549383], [33.269456, 35.5499], [33.269152, 35.549632], [33.269496, 35.549382], [33.273938, 35.549143], [33.274216, 35.549801], [33.274295, 35.549602], [33.273854, 35.549056], [33.274529, 35.549685], [33.274429, 35.549188], [33.26816, 35.55455], [33.268502, 35.554757], [33.268409, 35.554909], [33.268857, 35.554208], [33.268813, 35.554623], [33.268541, 35.554302]]","[[33.288562, 35.548728], [33.287916, 35.548819], [33.287962, 35.548804], [33.288189, 35.548783], [33.288935, 35.552445], [33.28905, 35.552753], [33.289762, 35.552707], [33.289417, 35.55215], [33.288955, 35.551149], [33.288636, 35.551315], [33.288862, 35.55186], [33.289378, 35.551838], [33.288928, 35.551338], [33.286148, 35.550317], [33.285959, 35.549714], [33.286395, 35.55004], [33.286435, 35.549765], [33.286624, 35.550515], [33.287729, 35.552637], [33.287951, 35.552721], [33.287284, 35.552089]]","[33.28468, 35.54411]",foe
"[[33.270532, 35.549494], [33.269703, 35.549507], [33.270451, 35.549138], [33.269684, 35.549164], [33.270483, 35.548878], [33.27416, 35.548981], [33.274516, 35.549656], [33.273939, 35.549501], [33.273907, 35.549389], [33.274184, 35.549788], [33.274022, 35.549774], [33.268851, 35.554148], [33.268837, 35.555091], [33.26818, 35.554765], [33.268536, 35.554404], [33.268603, 35.554916], [33.268203, 35.555111]]","[[33.288581, 35.548896], [33.288299, 35.548416], [33.288571, 35.548524], [33.28847, 35.548767], [33.289216, 35.552591], [33.289771, 35.552088], [33.289233, 35.552291], [33.288528, 35.550983], [33.288584, 35.551314], [33.289222, 35.551936], [33.288794, 35.551813], [33.289089, 35.551806], [33.286816, 35.55049], [33.286118, 35.550554], [33.286658, 35.549903], [33.286158, 35.549843], [33.286129, 35.549761], [33.286192, 35.550214], [33.287064, 35.552753], [33.287503, 35.552164], [33.287849, 35.55245], [33.287616, 35.55253]]","[33.263411, 35.558859]",friend
