friend_pos_list,foe_pos_list,target_coor,label
"[[33.276443, 35.551733], [33.276442, 35.551819], [33.276455, 35.55168], [33.27653, 35.551785]]","[[33.287556, 35.555518], [33.287454, 35.555431], [33.284601, 35.547057], [33.284609, 35.547051], [33.284641, 35.547184], [33.284649, 35.547162], [33.286944, 35.552328], [33.286893, 35.55245], [33.287019, 35.552351], [33.28704, 35.552435], [33.286927, 35.552313], [33.286916, 35.552354]]","[33.284363, 35.552933]",foe
"[[33.271005, 35.55314], [33.270859, 35.55316], [33.270883, 35.55324], [33.270875, 35.553161], [33.270954, 35.553201], [33.270933, 35.553065], [33.269317, 35.551196], [33.269303, 35.551299], [33.270631, 35.551799], [33.270516, 35.551684], [33.270601, 35.551731], [33.270497, 35.551744], [33.270562, 35.551836]]","[[33.287304, 35.554598], [33.28726, 35.554632], [33.287164, 35.554675], [33.287262, 35.554656], [33.288818, 35.549848], [33.288937, 35.54968], [33.288819, 35.549735], [33.288941, 35.549738]]","[33.270453, 35.549771]",friend
"[[33.275514, 35.553689], [33.275536, 35.553747], [33.27549, 35.553711], [33.275565, 35.553752], [33.275515, 35.553627], [33.275624, 35.553788], [33.271959, 35.551433], [33.272029, 35.551515], [33.271885, 35.551581], [33.271964, 35.551493], [33.271897, 35.551441], [33.271878, 35.551514], [33.275732, 35.550502], [33.275742, 35.550388], [33.275749, 35.550427], [33.275655, 35.550418], [33.275583, 35.550426]]","[[33.288882, 35.54768], [33.288824, 35.547637], [33.288842, 35.547587], [33.288768, 35.54772], [33.286439, 35.553558], [33.286366, 35.553582], [33.286299, 35.55361], [33.286438, 35.553531], [33.286413, 35.553508], [33.286379, 35.553534]]","[33.29322, 35.548134]",foe
"[[33.271616, 35.555171], [33.271575, 35.555029], [33.271506, 35.555005], [33.275148, 35.555803], [33.275115, 35.555886], [33.275207, 35.555788], [33.274047, 35.553169], [33.274143, 35.553287], [33.273973, 35.553229], [33.274135, 35.553248]]","[[33.289731, 35.55219], [33.289725, 35.552082], [33.289677, 35.552068], [33.289727, 35.552038], [33.289718, 35.55201], [33.289566, 35.55209]]","[33.279957, 35.555857]",friend
"[[33.271283, 35.550907], [33.271124, 35.55086], [33.271293, 35.550872], [33.27121, 35.550899], [33.271109, 35.550958], [33.271278, 35.550943], [33.276221, 35.552597], [33.276318, 35.552609], [33.276273, 35.552631], [33.27625, 35.552654], [33.276374, 35.552614], [33.276253, 35.552589], [33.277479, 35.551345], [33.277501, 35.551348]]","[[33.287042, 35.554706], [33.287003, 35.554774], [33.287034, 35.554663], [33.28714, 35.554712]]","[33.283868, 35.554015]",foe
"[[33.27329, 35.555012], [33.273412, 35.554918], [33.273314, 35.555073]]","[[33.28524, 35.551333], [33.285201, 35.551328]]","[33.273502, 35.555817]",friend
"[[33.270132, 35.555285], [33.27019, 35.555309], [33.270151, 35.555425], [33.270078, 35.5553], [33.275133, 35.555776], [33.275142, 35.555737], [33.275198, 35.555778], [33.273718, 35.550562], [33.273724, 35.550467], [33.273871, 35.550433]]","[[33.288647, 35.551689], [33.288722, 35.551625], [33.288618, 35.551776], [33.28869, 35.551612], [33.288715, 35.551771], [33.288656, 35.551702]]","[33.279671, 35.56052]",friend
"[[33.268138, 35.552592], [33.268262, 35.552661], [33.268117, 35.552614], [33.268167, 35.552673], [33.268249, 35.552732]]","[[33.289276, 35.549137], [33.289359, 35.549149], [33.289213, 35.548974], [33.289284, 35.549089], [33.283993, 35.551894], [33.284002, 35.551878], [33.283975, 35.552006], [33.283999, 35.552009], [33.283964, 35.551896], [33.28401, 35.552024], [33.287812, 35.551642], [33.287769, 35.551665]]","[33.289889, 35.556381]",foe
"[[33.271868, 35.555476], [33.271923, 35.555455]]","[[33.283451, 35.554915], [33.283397, 35.554928], [33.289512, 35.554909], [33.289426, 35.554897], [33.289465, 35.55478], [33.289518, 35.554844], [33.28955, 35.554767], [33.286533, 35.546734], [33.28648, 35.546647], [33.286508, 35.546736], [33.286624, 35.546753], [33.286461, 35.546574], [33.286622, 35.546638]]","[33.28466, 35.545561]",foe
"[[33.271867, 35.552486], [33.271869, 35.552435], [33.27185, 35.552524]]","[[33.288272, 35.547415], [33.288151, 35.547421], [33.288307, 35.547534], [33.288301, 35.547505], [33.288173, 35.547396], [33.288232, 35.547394]]","[33.271829, 35.553572]",friend
