friend_pos_list,foe_pos_list,target_coor,label
"[[33.273325, 35.552283], [33.273498, 35.552162], [33.273412, 35.552165], [33.273251, 35.552303], [33.273297, 35.5522], [33.273474, 35.552376], [33.281006, 35.550835], [33.281241, 35.550907], [33.28104, 35.55089], [33.281162, 35.550802], [33.281163, 35.551048], [33.281184, 35.551047]]","[[33.283432, 35.552914], [33.28357, 35.553017], [33.28361, 35.552987], [33.283578, 35.552918], [33.28347, 35.553003], [33.283386, 35.551443], [33.283261, 35.551487], [33.283349, 35.551629], [33.285097, 35.547432], [33.285101, 35.547612], [33.285214, 35.547539], [33.285111, 35.547506]]","[33.284381, 35.554006]",foe
"[[33.280156, 35.551981], [33.280145, 35.552046], [33.279948, 35.551795]]","[[33.283441, 35.551177], [33.283251, 35.551132], [33.283443, 35.55129], [33.283321, 35.551349], [33.283328, 35.551392], [33.283813, 35.548683], [33.283889, 35.54887]]","[33.281219, 35.546992]",friend
"[[33.272116, 35.554174], [33.272225, 35.554338], [33.272141, 35.554165], [33.27202, 35.554248], [33.272023, 35.554379], [33.279862, 35.550106], [33.280009, 35.550254], [33.279793, 35.550162], [33.276365, 35.550948], [33.276327, 35.551029], [33.276444, 35.55102], [33.276543, 35.551118]]","[[33.283194, 35.546945], [33.283219, 35.546908], [33.283238, 35.54697], [33.285471, 35.553163], [33.285417, 35.55324], [33.285516, 35.553193], [33.285626, 35.553059], [33.285712, 35.553285], [33.285697, 35.553175], [33.283371, 35.554717], [33.283207, 35.554611]]","[33.282169, 35.55371]",friend
"[[33.276261, 35.554636], [33.276261, 35.554808], [33.276253, 35.554704], [33.276123, 35.55479], [33.277576, 35.551034], [33.27762, 35.551047], [33.277656, 35.550844], [33.277589, 35.550966], [33.277609, 35.551008], [33.277855, 35.551049], [33.273375, 35.551604], [33.273335, 35.551691]]","[[33.287841, 35.553577], [33.287907, 35.553365], [33.287909, 35.553588], [33.287925, 35.553439], [33.283472, 35.547658], [33.283476, 35.547698]]","[33.279036, 35.551476]",friend
"[[33.278259, 35.55062], [33.278415, 35.550372]]","[[33.284489, 35.549295], [33.284406, 35.549385], [33.284448, 35.549535], [33.285559, 35.550305], [33.285748, 35.550362], [33.2857, 35.550354], [33.285488, 35.5502], [33.287811, 35.552437], [33.287734, 35.552432], [33.287834, 35.552633], [33.287837, 35.552613], [33.287721, 35.552382], [33.287668, 35.552572]]","[33.27677, 35.554398]",foe
"[[33.276265, 35.5533], [33.276231, 35.553285], [33.275687, 35.554759], [33.275702, 35.554752], [33.275892, 35.554975], [33.275753, 35.555017], [33.275897, 35.554995], [33.276905, 35.554732], [33.276783, 35.554638], [33.276762, 35.554773]]","[[33.285266, 35.552021], [33.285093, 35.551805], [33.285264, 35.551855], [33.285321, 35.551972], [33.285245, 35.55202], [33.286714, 35.553399], [33.28681, 35.553422], [33.286862, 35.553643], [33.286831, 35.553436], [33.286378, 35.550002], [33.286473, 35.550133], [33.286248, 35.550082], [33.286412, 35.549975], [33.286488, 35.550089]]","[33.275393, 35.550047]",friend
"[[33.278896, 35.555289], [33.278915, 35.555444], [33.278761, 35.555347], [33.278801, 35.555232], [33.278806, 35.555381], [33.27877, 35.555447], [33.275421, 35.551657], [33.275529, 35.551861], [33.275524, 35.551609]]","[[33.289502, 35.546522], [33.289533, 35.546362], [33.289427, 35.546438]]","[33.278006, 35.54836]",foe
"[[33.275312, 35.554684], [33.275161, 35.55471], [33.275364, 35.554807], [33.27515, 35.554697], [33.275142, 35.55475], [33.275176, 35.554619], [33.275399, 35.551812], [33.275418, 35.551848], [33.275616, 35.551856], [33.275975, 35.554267], [33.275918, 35.554142], [33.276046, 35.554273]]","[[33.283507, 35.551989], [33.283407, 35.551819], [33.283701, 35.551893], [33.283507, 35.551945], [33.289346, 35.547797], [33.289334, 35.547746], [33.289272, 35.547905], [33.289356, 35.547769], [33.289223, 35.547946], [33.289328, 35.547826], [33.28869, 35.55329], [33.28881, 35.55345]]","[33.282438, 35.555768]",friend
"[[33.277057, 35.553342], [33.277352, 35.553525], [33.277286, 35.553444], [33.277223, 35.553512], [33.277345, 35.553371]]","[[33.287141, 35.55051], [33.28725, 35.550751], [33.287067, 35.554747], [33.287022, 35.55466], [33.287098, 35.55465], [33.287967, 35.550648], [33.287779, 35.550678], [33.287923, 35.550679], [33.287725, 35.550658]]","[33.279208, 35.553438]",friend
"[[33.273858, 35.554665], [33.273921, 35.554679], [33.274016, 35.554636], [33.273901, 35.554616], [33.273869, 35.554727], [33.274028, 35.554745]]","[[33.285751, 35.550733], [33.285593, 35.550764], [33.282969, 35.546644], [33.283015, 35.546694]]","[33.27783, 35.553216]",friend
"[[33.282435, 35.551303], [33.28243, 35.551371], [33.282284, 35.551457], [33.282269, 35.551376], [33.274973, 35.550856], [33.27501, 35.550797], [33.275109, 35.550799], [33.275038, 35.550766], [33.275066, 35.550812], [33.275047, 35.550773]]","[[33.286431, 35.553477], [33.286582, 35.553546], [33.286588, 35.553694], [33.286531, 35.553677], [33.284162, 35.549002], [33.28424, 35.548964], [33.285159, 35.552309], [33.28506, 35.552377], [33.285045, 35.552522], [33.285153, 35.552289], [33.28503, 35.552549]]","[33.28333, 35.548975]",foe
"[[33.282077, 35.552781], [33.282143, 35.552837]]","[[33.284351, 35.548761], [33.284257, 35.548605], [33.284197, 35.548634], [33.283002, 35.552904], [33.283176, 35.552808], [33.283207, 35.552928], [33.283114, 35.553055], [33.283222, 35.552886]]","[33.278867, 35.549064]",friend
"[[33.276663, 35.551643], [33.276617, 35.551693], [33.27686, 35.55163], [33.276823, 35.551671]]","[[33.286537, 35.547013], [33.286536, 35.547092], [33.286499, 35.546984], [33.286581, 35.547113], [33.283007, 35.553344], [33.282938, 35.553249], [33.283191, 35.553277], [33.283121, 35.553341], [33.283082, 35.553262]]","[33.278505, 35.553395]",foe
"[[33.279901, 35.552717], [33.279717, 35.552676], [33.279876, 35.552772], [33.279907, 35.55271]]","[[33.28768, 35.551496], [33.287751, 35.551554], [33.287742, 35.551706], [33.287718, 35.551513], [33.289312, 35.549603], [33.289489, 35.549894]]","[33.283429, 35.554819]",foe
"[[33.279591, 35.55165], [33.279526, 35.55166], [33.279445, 35.551578], [33.279568, 35.551608], [33.279318, 35.551597], [33.279064, 35.554968], [33.279231, 35.554759], [33.279105, 35.554922], [33.279084, 35.554749], [33.279115, 35.55498], [33.279085, 35.554813], [33.279088, 35.550975], [33.279053, 35.551008]]","[[33.284006, 35.552466], [33.283951, 35.552243], [33.28391, 35.552441], [33.283986, 35.552444], [33.284001, 35.552489]]","[33.278722, 35.553105]",friend
"[[33.278375, 35.554838], [33.278262, 35.554955], [33.279088, 35.554098], [33.279072, 35.554047], [33.279171, 35.554071], [33.279173, 35.55408], [33.278986, 35.554123], [33.278118, 35.551858], [33.278071, 35.552061]]","[[33.28939, 35.553195], [33.289471, 35.553044], [33.289536, 35.552991], [33.289325, 35.553068], [33.289564, 35.553116]]","[33.278603, 35.547279]",friend
"[[33.275667, 35.550636], [33.275477, 35.550665], [33.275426, 35.550455]]","[[33.289181, 35.552476], [33.289164, 35.552252]]","[33.29207, 35.554077]",foe
"[[33.280782, 35.550802], [33.280881, 35.550596], [33.280706, 35.550555]]","[[33.287126, 35.555097], [33.287093, 35.554855], [33.287031, 35.554859]]","[33.277393, 35.553124]",friend
"[[33.285156, 35.55087], [33.285222, 35.550807], [33.276814, 35.551725], [33.276813, 35.551709], [33.27675, 35.551464]]","[[33.287345, 35.552396], [33.287285, 35.55234], [33.287311, 35.552379], [33.287134, 35.552242], [33.287076, 35.552387], [33.287101, 35.552205]]","[33.282571, 35.548262]",friend
"[[33.280616, 35.553297], [33.280661, 35.553117], [33.280641, 35.553206], [33.280553, 35.553095], [33.280712, 35.553263], [33.28046, 35.55336], [33.277106, 35.550568], [33.276976, 35.550753], [33.277038, 35.550725], [33.276946, 35.550675], [33.277199, 35.550631]]","[[33.285415, 35.551935], [33.285179, 35.551948], [33.285157, 35.551792], [33.285271, 35.552084], [33.287928, 35.553918], [33.288116, 35.554024], [33.288095, 35.554108], [33.288155, 35.553984], [33.28808, 35.55394], [33.287971, 35.55393], [33.284082, 35.554507], [33.283988, 35.554489], [33.283917, 35.55467], [33.283945, 35.554612], [33.283875, 35.554515], [33.284045, 35.554729]]","[33.278084, 35.551393]",friend
"[[33.283872, 35.555366], [33.283903, 35.555232], [33.283726, 35.55528], [33.283744, 35.555367]]","[[33.288029, 35.550209], [33.28812, 35.550222], [33.288066, 35.550195], [33.288067, 35.550394], [33.287934, 35.55025], [33.289958, 35.554615], [33.290078, 35.554634], [33.289865, 35.554386], [33.29009, 35.554479], [33.28364, 35.551553], [33.283799, 35.551508], [33.283904, 35.551548], [33.283709, 35.551662], [33.283833, 35.551492], [33.283866, 35.551762]]","[33.289011, 35.550031]",foe
"[[33.285513, 35.555096], [33.285562, 35.555248], [33.285547, 35.555135], [33.285315, 35.555211], [33.28549, 35.555079]]","[[33.283433, 35.552872], [33.28365, 35.552636], [33.283456, 35.552661], [33.283613, 35.552868], [33.28357, 35.552826], [33.283594, 35.552621]]","[33.281763, 35.552172]",foe
"[[33.280075, 35.554668], [33.280186, 35.554555], [33.280321, 35.554534], [33.280066, 35.554627], [33.280226, 35.5545]]","[[33.289506, 35.553757], [33.289497, 35.553916], [33.289335, 35.553902], [33.289424, 35.553889], [33.289133, 35.550974], [33.28896, 35.55084], [33.289206, 35.550885], [33.289018, 35.551108], [33.288958, 35.550938], [33.288968, 35.550963]]","[33.284871, 35.550489]",foe
"[[33.284002, 35.555286], [33.283888, 35.555168], [33.283893, 35.555224], [33.283953, 35.555324], [33.283866, 35.555346]]","[[33.288928, 35.554358], [33.288823, 35.554281], [33.289039, 35.554258], [33.288798, 35.554353], [33.289016, 35.550988], [33.288963, 35.551176], [33.289105, 35.550969], [33.289165, 35.551026], [33.289173, 35.551018], [33.289866, 35.55042], [33.289914, 35.550487], [33.290098, 35.550667], [33.289999, 35.5506], [33.289863, 35.550535]]","[33.289678, 35.545542]",friend
"[[33.284085, 35.554031], [33.284261, 35.554135], [33.284165, 35.554099], [33.281065, 35.551996], [33.281116, 35.552092], [33.281231, 35.552211], [33.284091, 35.555105], [33.284113, 35.554857], [33.283956, 35.5551], [33.284064, 35.555037], [33.284222, 35.554852]]","[[33.285506, 35.549976], [33.285394, 35.549862], [33.28527, 35.549804], [33.285322, 35.549837], [33.285484, 35.549742], [33.285488, 35.549832], [33.287758, 35.554501], [33.288017, 35.554585], [33.287975, 35.554606], [33.285468, 35.547629], [33.285367, 35.54737], [33.285452, 35.547459], [33.285589, 35.547496], [33.285486, 35.547553], [33.285517, 35.547552]]","[33.283735, 35.555665]",foe
"[[33.280901, 35.553351], [33.280899, 35.553328], [33.280625, 35.553356], [33.280641, 35.55323]]","[[33.286537, 35.554229], [33.286595, 35.554079], [33.286614, 35.554035], [33.28681, 35.554105]]","[33.284581, 35.550188]",foe
"[[33.285549, 35.552268], [33.285745, 35.552278], [33.285471, 35.552335], [33.285724, 35.552354], [33.28235, 35.552688], [33.282329, 35.55256], [33.280371, 35.553222], [33.280157, 35.553142]]","[[33.287661, 35.552807], [33.287613, 35.552795], [33.287811, 35.552829], [33.287832, 35.552695], [33.286862, 35.555585], [33.286902, 35.555661], [33.28711, 35.555557], [33.286882, 35.555431], [33.286994, 35.555567], [33.288479, 35.553085], [33.288521, 35.553266]]","[33.280423, 35.551653]",friend
"[[33.279131, 35.552537], [33.279326, 35.552376], [33.279169, 35.55235], [33.279328, 35.552443], [33.279096, 35.552596], [33.280141, 35.550991], [33.280268, 35.551012], [33.280171, 35.550806]]","[[33.287417, 35.555953], [33.287255, 35.555927], [33.287336, 35.556038], [33.287229, 35.555865], [33.287451, 35.555901]]","[33.27664, 35.551211]",friend
"[[33.279476, 35.554526], [33.279392, 35.554367], [33.279586, 35.554601], [33.279394, 35.554387]]","[[33.286023, 35.546701], [33.285949, 35.546679], [33.286016, 35.546789]]","[33.281312, 35.54983]",foe
"[[33.28588, 35.550926], [33.286018, 35.550933], [33.286031, 35.550768], [33.285956, 35.550907], [33.285805, 35.550732], [33.285858, 35.550851], [33.285915, 35.555086], [33.285942, 35.555061], [33.286036, 35.555071], [33.285889, 35.554916]]","[[33.283854, 35.550769], [33.283764, 35.551042], [33.283843, 35.550781]]","[33.285053, 35.55272]",foe
"[[33.281504, 35.552552], [33.281354, 35.552551], [33.281382, 35.552424], [33.281394, 35.552461], [33.28154, 35.552378], [33.281526, 35.552558]]","[[33.288395, 35.556042], [33.288328, 35.555839], [33.288418, 35.556035], [33.288177, 35.555971], [33.288156, 35.547863], [33.288116, 35.547907], [33.288169, 35.548017], [33.288389, 35.547944]]","[33.277787, 35.554445]",foe
"[[33.286266, 35.555522], [33.286337, 35.555593], [33.286117, 35.555692], [33.286329, 35.555658], [33.286104, 35.555694], [33.286275, 35.555725]]","[[33.288826, 35.551355], [33.288971, 35.551477], [33.288985, 35.551594], [33.288304, 35.548447], [33.288422, 35.548685], [33.288319, 35.548574], [33.288489, 35.548691], [33.288296, 35.548459], [33.288555, 35.548661]]","[33.281768, 35.553685]",friend
"[[33.282176, 35.55058], [33.282228, 35.5508], [33.282193, 35.550694], [33.282267, 35.550815], [33.282126, 35.550863]]","[[33.283661, 35.549025], [33.283696, 35.548788], [33.283485, 35.548802], [33.28368, 35.548971], [33.28369, 35.548902], [33.283571, 35.548915], [33.286121, 35.550362], [33.286015, 35.550297], [33.285994, 35.550289], [33.286051, 35.550153], [33.286056, 35.550215], [33.286081, 35.550208], [33.28659, 35.550016], [33.286429, 35.550073], [33.286481, 35.550017]]","[33.277321, 35.54713]",friend
